,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall,lr
0,0.6128084063529968,0.7090646624565125,0.24552422761917114,0.1033482551574707,0.6157702207565308,0.7737636566162109,0.0,0.0,0.002
1,0.556689441204071,0.7580124139785767,0.18074245750904083,0.002815603045746684,0.5746994018554688,0.7737636566162109,0.0,0.0,0.002
2,0.5468218326568604,0.7598521113395691,0.4200269877910614,0.005957352463155985,0.5854381322860718,0.7737636566162109,0.0,0.0,0.002
3,0.5126714110374451,0.7638903856277466,0.5485739707946777,0.08235964924097061,0.9303045272827148,0.3228946924209595,0.23352064192295074,0.873211681842804,0.002
4,0.42811962962150574,0.8023334741592407,0.6436333656311035,0.3921617269515991,0.9203627109527588,0.36403679847717285,0.2292707860469818,0.7668591737747192,0.002
5,0.3513624966144562,0.8461285829544067,0.7196194529533386,0.5862133502960205,0.6216291189193726,0.7421169281005859,0.46457764506340027,0.9173132181167603,0.002
6,0.3081548810005188,0.8668479919433594,0.7556804418563843,0.6565549373626709,0.508866548538208,0.7674431800842285,0.49257877469062805,0.9271575808525085,0.002
7,0.2812655568122864,0.8785735964775085,0.772958517074585,0.6983466744422913,0.28288596868515015,0.8825242519378662,0.7598981261253357,0.7027996778488159,0.002
8,0.2644485831260681,0.8868713974952698,0.7858098149299622,0.7256423830986023,0.29148393869400024,0.8778404593467712,0.6834475994110107,0.85694819688797,0.002
9,0.23810052871704102,0.8993334770202637,0.8124281167984009,0.7539279460906982,0.26590368151664734,0.8858252763748169,0.7058942914009094,0.8491019010543823,0.002
10,0.2191457450389862,0.9070752263069153,0.8246752619743347,0.7774615287780762,0.2488100826740265,0.8989893794059753,0.7614099979400635,0.8061160445213318,0.002
11,0.2153870016336441,0.9085526466369629,0.8278922438621521,0.7806206941604614,0.25480568408966064,0.9039696455001831,0.7648099660873413,0.8311088681221008,0.002
12,0.20345382392406464,0.913936197757721,0.8363074064254761,0.7967609763145447,0.26721513271331787,0.8987037539482117,0.8641886711120605,0.6552267074584961,0.002
13,0.18140025436878204,0.9229316711425781,0.8500504493713379,0.8236439228057861,0.26715296506881714,0.9009710550308228,0.8858823180198669,0.6454180479049683,0.002
14,0.17221792042255402,0.9278547763824463,0.8649314641952515,0.8282359838485718,0.21208837628364563,0.9178851842880249,0.8273031115531921,0.8051020503044128,0.002
15,0.16176337003707886,0.9318140149116516,0.8697787523269653,0.841393768787384,0.2281283140182495,0.9080339670181274,0.7678892612457275,0.8506104946136475,0.002
