,p,psnr,ssim
0,0,29.625919117647058,0.7107869477598157
0,0.1,20.92037686434659,0.3333195079456676
1,0.2,22.17408114346591,0.47462716536088423
2,0.3,21.252667791193183,0.5198521353981712
3,0.4,19.83199795809659,0.5309155204079368
4,0.5,18.27152432528409,0.5234803286465731
5,0.6,16.6566650390625,0.5036906502463601
6,0.7,14.989497514204546,0.4750823281028054
7,0.8,13.225130948153408,0.4406489285555753
8,0.9,11.240199973366478,0.40361605557528407
