,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall,lr
0,0.6002542972564697,0.7274080514907837,0.24460041522979736,0.06592684984207153,0.6125538349151611,0.7737636566162109,0.0,0.0,0.002
1,0.535993754863739,0.758884072303772,0.4385521709918976,0.022511960938572884,0.5870544910430908,0.7737636566162109,0.0,0.0,0.002
2,0.454179584980011,0.7835995554924011,0.5957121253013611,0.301374226808548,0.7518522143363953,0.46934789419174194,0.23615075647830963,0.6021547913551331,0.002
3,0.36266571283340454,0.8380144834518433,0.710272490978241,0.5471220016479492,0.8427898287773132,0.41897615790367126,0.25646892189979553,0.8257644772529602,0.002
4,0.3053690791130066,0.8670913577079773,0.7517863512039185,0.6647897958755493,0.5181474685668945,0.7432753443717957,0.45733442902565,0.7222650647163391,0.002
5,0.2701180875301361,0.8849343061447144,0.7834264636039734,0.7183517813682556,0.5167289972305298,0.7493314146995544,0.4718260169029236,0.9042820930480957,0.002
6,0.23836705088615417,0.8980916142463684,0.8057067394256592,0.7573002576828003,0.25460442900657654,0.890150785446167,0.7372073531150818,0.7994184494018555,0.002
7,0.21173109114170074,0.9103296995162964,0.8279958963394165,0.7898330092430115,0.27958452701568604,0.8746428489685059,0.6569029092788696,0.9334254860877991,0.002
8,0.1890512853860855,0.9203177094459534,0.8444623351097107,0.8181302547454834,0.1874571144580841,0.9196987152099609,0.7798106670379639,0.8988603949546814,0.002
9,0.1744953989982605,0.9265168905258179,0.8564215898513794,0.8329610824584961,0.17104065418243408,0.9271277189254761,0.857259213924408,0.8133171200752258,0.002
10,0.17430399358272552,0.9264294505119324,0.8577764630317688,0.8306812644004822,0.17842817306518555,0.926239013671875,0.8480287790298462,0.8211126327514648,0.002
11,0.15765047073364258,0.9335484504699707,0.8705925345420837,0.8488348126411438,0.16059613227844238,0.9332031011581421,0.8338741660118103,0.8800778388977051,0.002
12,0.14862161874771118,0.9372121691703796,0.8754908442497253,0.8603008985519409,0.1654113382101059,0.9307157397270203,0.8305783867835999,0.8715270757675171,0.002
13,0.14175423979759216,0.9397833943367004,0.8818264603614807,0.8645405173301697,0.17086035013198853,0.9335691332817078,0.8539624810218811,0.8520811796188354,0.002
14,0.14260782301425934,0.9396533966064453,0.8833693861961365,0.8619419932365417,0.15854795277118683,0.9348282814025879,0.8492889404296875,0.8655229806900024,0.002
15,0.1361064910888672,0.9423760175704956,0.8860209584236145,0.871631383895874,0.1652597039937973,0.93366539478302,0.8826582431793213,0.8151589035987854,0.002
16,0.12536226212978363,0.9468714594841003,0.8948549628257751,0.8818867206573486,0.16431598365306854,0.9320683479309082,0.8676846623420715,0.8256344795227051,0.002
17,0.1246371641755104,0.9467581510543823,0.8971208930015564,0.8785407543182373,0.16675788164138794,0.9333691596984863,0.8131007552146912,0.9160424470901489,0.002
