,p,psnr,ssim
0,0,29.625919117647058,0.7107869477598157
0,0.1,24.05362881747159,0.648347265070135
1,0.2,20.23732022372159,0.5904093655672941
2,0.3,17.222685102982954,0.5239787015047941
3,0.4,14.695088334517045,0.45960197448730467
4,0.5,11.7625732421875,0.3824292269620028
5,0.6,8.229155384410511,0.27140031294389205
6,0.7,6.036152232776988,0.19693496010520242
7,0.8,3.326596901633523,0.131494478745894
8,0.9,-1.1842910766601562,0.06832284927368164
